Year,Month,Product_ID,Country,Sales
2013,5,4,Finland,45295421.184
2014,8,1,Argentina,199206.0
2013,8,2,Columbia,38.4
2015,8,4,Finland,0.0
2013,1,1,Argentina,117180.0
2016,5,3,Argentina,160146.0
2014,11,2,Columbia,38.4
2015,6,2,Argentina,59138.576
2013,2,2,Columbia,153.6
2014,2,2,Denmark,11521044.04
2013,12,1,Columbia,0.0
2013,6,2,Columbia,307.2
2014,12,3,Columbia,91.43520000000001
2015,1,1,Argentina,234360.0
2013,4,1,Columbia,370.31472
2015,6,2,Belgium,661844.6449999999
2014,5,2,Columbia,38.4
2013,6,2,Columbia,38.4
2016,9,3,Columbia,195.888
2015,6,1,Columbia,178.08
2015,9,3,Argentina,2187360.0
2014,4,4,England,954764.19
2014,2,1,Argentina,46872.0
2013,6,5,England,348293.979
2015,1,1,Argentina,515592.0
2016,3,1,Columbia,53.424
2013,3,1,Columbia,185.15736
2015,9,2,Denmark,439207.4904
2014,7,1,Columbia,205.7304
2015,5,2,Denmark,0.0
2015,10,1,Columbia,35.616
2014,10,5,England,1057145.8095
2013,5,2,Denmark,398997.1552
2014,3,4,Finland,0.0
2015,3,2,Columbia,76.8
2014,6,4,Finland,6753272.928999999
2015,11,2,Columbia,768.0
2014,3,1,Columbia,45.717600000000004
2013,6,2,Denmark,0.0
2014,6,2,Columbia,38.4
2015,2,2,Argentina,23655.430399999997
2015,5,1,Columbia,356.16
2013,9,2,Columbia,268.8
2014,2,2,Denmark,0.0
2015,11,1,Columbia,106.848
2014,9,1,Columbia,71.232
2013,9,4,Finland,76231.58399999999
2015,1,2,Denmark,65984193.6
2015,7,2,Columbia,192.0
2013,8,2,Denmark,-94999.3944
2016,6,3,Columbia,1780.8
2013,4,2,Denmark,99749.2888
2014,7,2,Columbia,76.8
2015,6,2,Columbia,76.8
2013,9,2,Columbia,0.0
2014,4,4,Finland,39937601.73
2013,8,1,Argentina,1171800.0
2014,7,1,Columbia,20.573040000000002
2015,9,4,Finland,6207673.279599999
2015,10,2,Denmark,127696374.52800001
2014,5,2,Belgium,264737.858
2013,8,5,England,147166.47
2014,2,1,Columbia,205.7304
2013,8,4,Finland,9258672.384
2016,2,1,Argentina,0.0
2013,6,2,Columbia,230.4
2013,2,5,England,19623.0915
2013,3,1,Columbia,20.573040000000002
2013,12,2,Columbia,76.8
2015,10,2,Columbia,1920.0
2016,3,2,Columbia,230.4
2015,8,2,Denmark,62743.9272
2014,12,1,Columbia,1424.64
2015,4,5,England,5982853.409999999
2013,9,2,Columbia,115.2
2015,6,2,Denmark,0.0
2015,3,4,Finland,509221.206
2015,4,2,Denmark,0.0
2014,9,4,England,1409409.5399999998
2016,3,1,Columbia,35.616
2014,10,1,Columbia,35.616
2014,7,5,England,784887.84
2015,7,2,Columbia,38.4
2013,10,2,Columbia,-248.64000000000001
2013,3,1,Columbia,822.9216
2015,4,2,Columbia,38.4
2015,3,2,Denmark,1099736.56
2014,3,1,Columbia,20.573040000000002
2013,12,1,Columbia,61.719120000000004
2014,6,2,Denmark,0.0
2014,12,2,Denmark,43989462.4
2014,12,2,Denmark,0.0
2016,1,3,Argentina,1249920.0
2016,2,2,Denmark,1658456.016
2014,8,4,Finland,727472.6159999999
2015,3,2,Columbia,192.0
2013,11,1,Columbia,205.7304
2015,5,1,Columbia,267.12
2015,1,2,Columbia,0.0
2014,8,1,Columbia,53.424
2013,3,4,Finland,1663234.5599999998
2015,12,1,Columbia,391.776
2013,1,1,Columbia,41.146080000000005
2015,4,2,Denmark,-104736.764
2015,9,1,Columbia,356.16
2015,11,2,Columbia,76.8
2013,4,1,Argentina,476532.0
2013,1,2,Denmark,0.0
2014,7,5,England,873187.722
2013,11,4,Finland,3797718.9119999995
2014,7,1,Columbia,20.573040000000002
2014,12,4,Finland,1939894.892
2014,4,2,Columbia,230.4
2016,3,2,Columbia,1152.0
2016,1,1,Columbia,267.12
2015,1,2,Columbia,-71.04
2016,12,3,Columbia,267.12
2015,10,2,Denmark,0.0
2014,1,1,Columbia,182.87040000000002
2014,11,4,Finland,30019923.985999994
2014,7,1,Columbia,41.146080000000005
2013,9,4,Finland,4765167.0144
2015,12,2,Columbia,0.0
2015,7,2,Denmark,0.0
2015,9,2,Columbia,499.2
2015,3,2,Argentina,23655.430399999997
2014,4,2,Denmark,0.0
2016,4,3,Columbia,22.858800000000002
2013,2,4,England,200043.954
2013,9,4,England,9092.907000000001
2013,3,1,Columbia,102.8652
2013,5,4,Finland,5322350.591999999
2013,7,1,Columbia,411.4608
2014,7,1,Argentina,117180.0
2013,6,5,England,1479023.0235
2013,4,4,England,45464.534999999996
2015,7,2,Argentina,136018.7248
2014,3,1,Argentina,710892.0
2013,10,1,Columbia,102.8652
2015,12,1,Argentina,1859256.0
2013,11,1,Columbia,123.43824000000001
2014,7,2,Columbia,192.0
2013,2,2,Columbia,384.0
2013,11,2,Columbia,0.0
2015,5,1,Columbia,356.16
2013,1,2,Columbia,76.8
2013,9,2,Belgium,-1058951.432
2015,12,2,Columbia,38.4
2014,6,2,Columbia,38.4
2014,8,2,Denmark,0.0
2015,6,2,Argentina,5913.857599999999
2013,1,1,Columbia,20.573040000000002
2014,12,2,Denmark,-49874.6444
2015,1,5,England,599304.4199999999
2013,11,2,Columbia,230.4
2015,2,1,Columbia,623.28
2014,9,2,Argentina,88707.864
2015,2,2,Columbia,806.4
2013,2,2,Columbia,38.4
2015,8,1,Columbia,17.808
2013,5,5,England,19622.196
2013,8,2,Columbia,345.6
2015,4,1,Columbia,356.16
2014,8,1,Argentina,234360.0
2015,8,2,Denmark,1505854.2528
2014,3,4,Finland,15883890.047999999
2013,6,2,Denmark,149623.9332
2014,10,5,England,122637.82949999999
2014,1,2,Columbia,1267.2
2014,2,2,Denmark,0.0
2015,7,4,Finland,5965169.573999999
2013,10,5,England,9811.098
2014,10,2,Denmark,0.0
2014,11,2,Columbia,0.0
2015,1,2,Columbia,192.0
2015,4,2,Denmark,0.0
2013,7,1,Columbia,102.8652
2016,9,3,Columbia,0.0
2013,9,2,Columbia,115.2
2016,12,3,Columbia,0.0
2015,8,4,Finland,20368944.492
2013,11,1,Columbia,20.573040000000002
2014,5,2,Columbia,268.8
2014,4,4,Finland,1254858.9807
2015,3,1,Argentina,1859256.0
2015,9,5,England,409252.455
2014,12,2,Belgium,132368.929
2015,5,3,Columbia,356.16
2014,2,2,Denmark,0.0
2013,7,2,Columbia,960.0
2013,1,2,Denmark,7599951.551999999
2015,4,1,Argentina,1874880.0
2013,10,1,Columbia,205.7304
2016,7,3,Argentina,62496.0
2016,4,3,Argentina,312480.0
2013,1,1,Argentina,27342.0
2015,2,2,Columbia,768.0
2014,5,2,Argentina,35483.145599999996
2014,7,2,Columbia,230.4
2016,2,2,Denmark,1658456.016
2013,2,2,Denmark,99749.2888
2016,9,3,Columbia,89.04
2013,2,2,Columbia,38.4
2014,5,1,Columbia,123.43824000000001
2013,11,4,Finland,7339022.496
2015,8,4,Finland,14355231.826
2014,5,1,Columbia,61.719120000000004
2013,7,1,Columbia,329.16864000000004
2013,9,2,Columbia,384.0
2013,3,1,Columbia,0.0
2014,11,2,Denmark,0.0
2014,1,2,Columbia,115.2
2015,6,3,Argentina,11718.0
2014,7,5,England,19622.196
2013,2,2,Denmark,0.0
2015,7,4,Finland,363736.30799999996
2013,1,5,England,9811.098
2014,3,1,Columbia,205.7304
2014,3,1,Columbia,205.7304
2014,6,2,Belgium,2912116.4379999996
2013,10,1,Columbia,228.588
2013,2,2,Columbia,38.4
2014,5,2,Denmark,0.0
2014,2,4,Finland,2654245.152
2015,5,2,Argentina,0.0
2015,6,1,Columbia,142.464
2013,4,2,Columbia,153.6
2016,2,1,Argentina,78120.0
2016,1,2,Belgium,234696.02199999997
2014,2,1,Columbia,514.326
2014,11,2,Denmark,1571051.46
2015,11,2,Columbia,1228.8
2016,1,2,Denmark,3192409.3632
2013,2,2,Columbia,38.4
2014,6,1,Argentina,390600.0
2015,1,1,Columbia,356.16
2014,3,2,Denmark,0.0
2015,9,1,Columbia,0.0
2013,4,2,Denmark,0.0
2013,7,2,Columbia,38.4
2013,12,4,Finland,2633454.7199999997
2015,10,2,Columbia,307.2
2014,11,1,Columbia,53.424
2013,9,1,Columbia,164.58432000000002
2014,1,2,Denmark,0.0
2013,3,5,England,14718.438
2014,5,2,Argentina,29569.288
2013,12,2,Denmark,0.0
2014,9,2,Columbia,921.6
2015,2,2,Columbia,768.0
2015,10,2,Denmark,133017.0568
2014,12,2,Columbia,384.0
2013,6,2,Denmark,0.0
2013,8,2,Columbia,76.8
2013,1,4,Finland,831617.2799999999
2013,1,2,Columbia,652.8000000000001
2014,7,1,Columbia,411.4608
2013,10,1,Columbia,20.573040000000002
2016,3,3,Columbia,17.808
2013,7,2,Columbia,384.0
2015,2,2,Argentina,236554.304
2013,9,1,Columbia,205.7304
2015,6,2,Belgium,661844.6449999999
2014,7,2,Argentina,5913.857599999999
2015,8,2,Columbia,38.4
2015,5,1,Argentina,2148300.0
2014,5,1,Columbia,22.858800000000002
2015,8,2,Denmark,0.0
2014,6,1,Columbia,411.4608
2015,9,2,Denmark,0.0
2016,11,3,Columbia,178.08
2013,3,2,Denmark,42892194.184
2014,9,1,Columbia,213.696
2013,10,1,Columbia,267.44952
2013,3,4,Finland,10637771.04
2014,7,1,Columbia,0.0
2015,1,2,Columbia,76.8
2016,10,3,Columbia,1869.8400000000001
2015,4,2,Denmark,-49121.336800000005
2015,9,2,Columbia,153.6
2015,4,4,Finland,19714190.262
2014,4,2,Belgium,264737.858
2013,12,2,Columbia,38.4
2013,12,4,Finland,10034848.511999998
2016,2,2,Denmark,0.0
2014,8,4,England,45464.534999999996
2013,4,2,Columbia,76.8
2013,12,2,Columbia,76.8
2014,11,1,Columbia,35.616
2014,6,4,Finland,3091724.9297999996
2014,9,1,Columbia,178.08
2015,1,2,Denmark,0.0
2013,7,1,Columbia,205.7304
2014,10,2,Belgium,264737.858
2015,3,2,Denmark,0.0
2015,7,2,Columbia,384.0
2014,6,2,Denmark,0.0
2013,9,1,Columbia,82.29216000000001
2014,2,2,Columbia,460.8
2016,11,3,Columbia,0.0
2015,3,1,Columbia,445.2
2015,2,3,Columbia,91.43520000000001
2013,2,4,England,22736.745
2014,10,1,Columbia,68.57639999999999
2015,12,2,Denmark,66508.5284
2016,4,3,Columbia,267.12
2013,3,2,Denmark,0.0
2016,2,2,Columbia,384.0
2015,3,2,Denmark,20894994.64
2014,9,2,Denmark,0.0
2014,1,2,Columbia,230.4
2014,7,1,Columbia,308.5956
2014,7,2,Columbia,768.0
2015,3,2,Argentina,455367.0352
2014,12,2,Denmark,0.0
2013,5,2,Columbia,192.0
2014,12,4,Finland,55553847.05
2014,10,2,Columbia,998.4
2014,2,1,Columbia,411.4608
2013,3,4,Finland,415808.63999999996
2013,12,1,Columbia,102.8652
2015,10,2,Argentina,35483.145599999996
2013,8,1,Columbia,205.7304
2013,11,4,Finland,13860.288
2013,3,2,Columbia,384.0
2014,8,2,Columbia,230.4
2016,1,3,Columbia,213.696
2016,5,3,Columbia,356.16
2015,5,1,Columbia,17.808
2013,10,4,Finland,693014.3999999999
2015,3,2,Denmark,0.0
2013,4,1,Columbia,411.4608
2013,4,1,Columbia,82.29216000000001
2015,11,2,Argentina,212898.87360000002
2013,8,1,Argentina,3124800.0
2014,7,2,Columbia,76.8
2016,3,2,Denmark,0.0
2013,6,1,Columbia,720.0563999999999
2015,12,2,Denmark,0.0
2013,2,1,Columbia,61.719120000000004
2013,6,1,Columbia,205.7304
2016,3,2,Columbia,268.8
2014,8,2,Columbia,1152.0
2015,5,2,Columbia,768.0
2013,12,1,Columbia,411.4608
2014,6,2,Denmark,0.0
2015,6,2,Denmark,0.0
2014,8,4,Finland,4648466.277
2014,5,4,Finland,42338319.114
2014,9,2,Argentina,283865.16479999997
2014,10,1,Columbia,17.808
2015,11,2,Columbia,230.4
2013,9,2,Denmark,3989971.552
2015,8,4,Finland,2491557.6152999997
2016,9,3,Columbia,17.808
2013,11,1,Columbia,205.7304
2015,10,2,Argentina,88707.864
2016,3,2,Columbia,384.0
2015,1,4,England,6772.666499999999
2014,6,2,Columbia,0.0
2014,10,2,Denmark,42942073.24
2015,8,2,Argentina,35483.145599999996
2016,3,2,Columbia,115.2
2015,4,4,Finland,1360353.579
2014,2,2,Denmark,0.0
2013,1,2,Denmark,49874.6444
2013,8,2,Belgium,529475.716
2014,2,4,Finland,57582566.49599999
2014,5,1,Columbia,123.43824000000001
2014,6,1,Columbia,41.146080000000005
2015,6,4,Finland,1288805.4568999999
2013,8,2,Columbia,76.8
2014,1,1,Columbia,205.7304
2015,3,2,Columbia,460.8
2015,10,4,England,4515.111
2013,4,2,Columbia,115.2
2016,12,3,Columbia,2350.656
2014,4,1,Columbia,20.573040000000002
2013,1,2,Denmark,0.0
2015,2,1,Argentina,929628.0
2014,5,2,Belgium,926582.503
2015,3,2,Columbia,384.0
2015,12,3,Argentina,515592.0
2016,10,3,Columbia,890.4
2015,10,2,Columbia,38.4
2013,8,2,Columbia,268.8
2013,7,1,Columbia,20.573040000000002
2014,10,2,Columbia,76.8
2015,9,3,Argentina,3906.0
2013,10,1,Columbia,82.29216000000001
2013,4,1,Argentina,664020.0
2014,6,2,Columbia,384.0
2015,8,2,Columbia,76.8
2015,5,1,Columbia,53.424
2013,7,1,Columbia,1604.69712
2014,2,2,Columbia,307.2
2013,6,2,Columbia,192.0
2013,1,1,Columbia,20.573040000000002
2013,12,4,Finland,1363852.3391999998
2016,2,2,Denmark,1658456.016
2013,4,4,Finland,1524631.68
2013,6,2,Denmark,0.0
2014,9,1,Columbia,89.04
2013,12,2,Denmark,0.0
2014,9,2,Columbia,38.4
2014,12,2,Columbia,384.0
2013,6,1,Columbia,205.7304
2015,12,3,Argentina,195300.0
2013,2,2,Columbia,38.4
2013,1,1,Columbia,41.146080000000005
2013,3,1,Argentina,27342.0
2015,6,1,Argentina,82026.0
2014,1,2,Argentina,5913.857599999999
2013,9,2,Denmark,299247.8664
2014,11,2,Columbia,130.82832000000002
2015,3,2,Denmark,54986.828
2014,10,1,Columbia,71.232
2015,11,1,Columbia,0.0
2014,9,1,Columbia,0.0
2015,4,2,Columbia,38.4
2014,1,2,Denmark,3142102.92
2015,11,1,Columbia,178.08
2015,9,2,Denmark,0.0
2016,11,3,Columbia,0.0
2015,3,2,Columbia,1152.0
2014,4,2,Argentina,59138.576
2014,9,1,Argentina,234360.0
2016,12,3,Columbia,178.08
2015,2,1,Columbia,356.16
2014,2,1,Columbia,41.146080000000005
2013,1,2,Argentina,11827.715199999999
2014,4,1,Columbia,432.03384
2014,6,2,Columbia,307.2
2014,2,5,England,1778261.5125
2014,1,4,Finland,11420877.312
2013,4,5,England,-49054.59449999999
2015,4,1,Columbia,356.16
2014,2,2,Columbia,345.6
2014,10,2,Denmark,0.0
2014,3,1,Columbia,20.573040000000002
2013,1,2,Columbia,76.8
2015,11,2,Belgium,1058951.432
2015,1,3,Columbia,35.616
2015,3,5,England,146173.36049999998
2014,6,2,Columbia,38.4
2015,2,2,Denmark,0.0
2013,8,4,Finland,0.0
2014,5,2,Belgium,1985533.935
2014,11,4,Finland,2607950.3463
2016,6,3,Argentina,46872.0
2013,6,1,Columbia,20.573040000000002
2013,2,2,Argentina,106449.43680000001
2013,7,4,Finland,5322350.591999999
2015,10,2,Argentina,59138.576
2014,2,4,Finland,21136939.2
2015,10,2,Denmark,0.0
2014,7,2,Columbia,115.2
2015,4,2,Columbia,960.0
2015,10,2,Denmark,0.0
2014,12,2,Denmark,0.0
2013,3,1,Columbia,411.4608
2013,7,2,Denmark,0.0
2013,3,1,Columbia,41.146080000000005
2015,12,1,Columbia,35.616
2015,10,2,Argentina,177415.728
2016,1,1,Columbia,106.848
2015,7,2,Columbia,115.2
2014,11,2,Denmark,0.0
2015,2,2,Denmark,0.0
2015,10,5,England,34106.9085
2016,3,3,Argentina,0.0
2015,4,1,Columbia,213.696
2015,7,3,Columbia,68.57639999999999
2013,4,1,Columbia,0.0
2016,3,2,Denmark,1658456.016
2013,3,1,Columbia,205.7304
2015,10,2,Columbia,38.4
2015,1,2,Columbia,384.0
2014,5,1,Columbia,82.29216000000001
2014,9,1,Columbia,0.0
2013,9,2,Belgium,264737.858
2014,7,4,Finland,2788628.9859999996
2013,1,2,Denmark,94999.3944
2013,10,2,Columbia,192.0
2014,2,2,Columbia,230.4
2014,3,1,Columbia,102.8652
2015,1,2,Denmark,15396311.84
2013,1,2,Denmark,3989971.552
2013,6,2,Denmark,0.0
2013,3,1,Columbia,102.8652
2015,4,2,Denmark,10039025.7696
2014,3,1,Columbia,205.7304
2016,5,3,Columbia,17.808
2014,12,2,Columbia,76.8
2013,9,1,Columbia,41.146080000000005
2015,9,1,Columbia,0.0
2014,7,2,Denmark,41894705.6
2013,3,2,Belgium,132368.929
2014,6,2,Columbia,384.0
2014,5,2,Columbia,153.6
2014,11,1,Columbia,71.232
2016,1,2,Columbia,384.0
2015,6,1,Columbia,71.232
2014,9,1,Columbia,356.16
2016,3,2,Columbia,0.0
2014,7,1,Argentina,464814.0
2016,1,2,Belgium,469392.04399999994
2015,12,2,Columbia,422.40000000000003
2016,11,3,Argentina,468720.0
2013,4,2,Argentina,5913.857599999999
2015,2,4,Finland,10790635.257999998
2013,11,2,Columbia,192.0
2013,1,2,Columbia,115.2
2014,10,4,England,496662.20999999996
2014,11,1,Argentina,929628.0
2015,5,2,Argentina,11827.715199999999
2013,5,5,England,1795430.934
2016,2,2,Columbia,883.2
2013,7,4,Finland,14054332.032
2015,11,1,Columbia,35.616
2015,1,2,Columbia,576.0
2013,7,4,Finland,5322350.591999999
2014,11,2,Denmark,0.0
2015,7,2,Columbia,115.2
2013,7,2,Columbia,0.0
2014,10,1,Columbia,35.616
2013,2,2,Columbia,806.4
2015,12,2,Columbia,1536.0
2014,7,1,Columbia,226.30344
2014,1,5,England,122638.72499999999
2015,11,1,Columbia,356.16
2015,4,1,Columbia,890.4
2013,2,2,Denmark,0.0
2013,4,4,Finland,5017424.255999999
2013,6,2,Columbia,76.8
2014,1,2,Columbia,307.2
2013,12,4,England,9092.907000000001
2014,1,2,Denmark,0.0
2016,1,1,Columbia,53.424
2015,11,1,Columbia,124.656
2016,1,3,Argentina,351540.0
2014,6,1,Columbia,205.7304
2014,11,2,Denmark,-598495.7328
2014,3,2,Columbia,307.2
2013,6,2,Denmark,0.0
2014,4,2,Columbia,307.2
2014,4,1,Columbia,102.8652
2016,3,1,Columbia,356.16
2013,2,2,Denmark,598495.7328
2015,4,2,Denmark,54986.828
2016,11,3,Columbia,267.12
2016,1,3,Columbia,0.0
2013,11,2,Columbia,384.0
2014,3,4,Finland,21150799.487999998
2015,3,4,Finland,30311.358999999997
2014,8,2,Denmark,0.0
2014,5,5,England,-4905.549
2013,5,2,Columbia,76.8
2014,1,5,England,24527.745
2014,7,2,Denmark,2094735.28
2013,11,2,Columbia,76.8
2013,2,1,Argentina,429660.0
2013,7,2,Denmark,448871.79959999997
2016,9,3,Argentina,35154.0
2013,3,2,Columbia,192.0
2014,5,4,Finland,36082141.2432
2013,6,4,Finland,6791541.119999999
2014,7,2,Denmark,0.0
2015,4,1,Argentina,464814.0
2013,4,1,Argentina,1171800.0
2016,4,3,Argentina,468720.0
2013,12,1,Columbia,329.16864000000004
2014,4,1,Columbia,1234.3824
2013,9,1,Argentina,2976372.0
2015,6,1,Columbia,178.08
2013,9,2,Argentina,29569.288
2013,1,1,Argentina,843696.0
2015,5,2,Argentina,5913.857599999999
2015,7,3,Columbia,53.424
2014,5,2,Columbia,153.6
2014,2,1,Columbia,22.858800000000002
2014,5,2,Argentina,11827.715199999999
2015,10,3,Columbia,35.616
2016,3,2,Columbia,230.4
2015,5,4,Finland,3649450.7269999995
2014,1,4,Finland,7006375.583999999
2015,6,4,Finland,5722694.743999999
2013,6,1,Columbia,925.7868
2014,7,1,Columbia,164.58432000000002
2015,3,2,Denmark,0.0
2014,10,1,Columbia,356.16
2015,2,1,Columbia,89.04
2013,6,2,Denmark,99749.2888
2014,1,5,England,34338.84299999999
2014,3,1,Columbia,41.146080000000005
2013,4,2,Denmark,249373.222
2015,3,1,Argentina,136710.0
2016,3,2,Columbia,3072.0
2014,2,4,Finland,3643869.7152
2015,6,2,Columbia,384.0
2013,6,1,Columbia,45.717600000000004
2014,6,2,Denmark,0.0
2016,1,2,Denmark,199525.5852
2015,2,2,Columbia,76.8
2013,12,4,England,11368.3725
2015,9,2,Argentina,910734.0704
2014,7,4,Finland,39525524.459199995
2013,7,1,Columbia,164.58432000000002
2015,4,1,Columbia,178.08
2013,3,4,Finland,207904.31999999998
2016,9,3,Columbia,17.808
2015,12,1,Columbia,89.04
2014,2,2,Denmark,0.0
2013,4,1,Columbia,82.29216000000001
2013,4,4,Finland,5156027.136
2014,2,2,Columbia,230.4
2013,8,2,Argentina,283865.16479999997
2014,8,2,Denmark,7331573.4799999995
2013,6,4,Finland,24477268.607999995
2014,12,2,Columbia,76.8
2013,5,1,Columbia,41.146080000000005
2014,7,2,Denmark,0.0
2013,6,2,Denmark,0.0
2013,11,2,Columbia,192.0
2013,12,2,Columbia,192.0
2015,5,2,Denmark,1610427.0344
2014,2,2,Denmark,0.0
2013,12,2,Denmark,0.0
2015,1,2,Argentina,29569.288
2014,10,2,Columbia,38.4
2014,6,2,Denmark,0.0
2014,12,2,Columbia,576.0
2014,5,1,Columbia,102.8652
2014,9,1,Columbia,178.08
2015,7,1,Argentina,195300.0
2014,10,1,Columbia,267.12
2015,7,2,Columbia,307.2
2013,7,4,Finland,8482496.256
2014,11,2,Columbia,268.8
2013,9,4,England,2273.6745
2014,3,5,England,19622.196
2015,6,1,Argentina,195300.0
2016,1,2,Columbia,345.6
2013,11,1,Argentina,195300.0
2013,7,2,Denmark,0.0
2015,6,2,Denmark,62743.9272
2013,11,2,Columbia,384.0
2015,4,2,Columbia,384.0
2015,10,2,Columbia,76.8
2013,6,1,Columbia,41.146080000000005
2015,5,2,Columbia,844.8000000000001
2014,10,1,Columbia,89.04
2015,11,2,Argentina,59138.576
2016,2,3,Argentina,390600.0
2015,10,4,England,9029.3265
2014,12,1,Columbia,71.232
2015,9,2,Denmark,0.0
2014,5,1,Columbia,205.7304
2015,1,1,Columbia,53.424
2015,1,1,Columbia,1068.48
2014,4,2,Columbia,76.8
2015,10,3,Argentina,58590.0
2013,5,4,Finland,87319.8144
2014,6,1,Columbia,205.7304
2014,9,2,Columbia,768.0
2013,2,2,Denmark,49874.6444
2016,1,2,Columbia,1152.0
2014,3,4,Finland,1386028.7999999998
2014,11,2,Columbia,268.8
2016,1,1,Argentina,1394442.0
2014,3,1,Argentina,156240.0
2015,2,2,Denmark,0.0
2013,11,2,Belgium,1985533.935
2015,6,2,Argentina,254295.8768
2013,1,1,Columbia,20.573040000000002
2013,5,2,Columbia,115.2
2016,2,1,Columbia,17.808
2015,9,1,Columbia,22.858800000000002
2015,4,2,Columbia,153.6
2013,5,2,Columbia,115.2
2014,3,2,Denmark,0.0
2015,7,4,Finland,8656760.501999998
2016,9,3,Columbia,178.08
2015,12,2,Belgium,6618446.45
2014,4,2,Denmark,0.0
2014,1,2,Columbia,38.4
2015,5,2,Denmark,0.0
2013,11,2,Argentina,106449.43680000001
2014,11,1,Columbia,267.12
2013,11,1,Columbia,205.7304
2016,8,3,Columbia,0.0
2014,8,4,Finland,363736.30799999996
2015,6,5,England,4872.415499999999
2014,2,1,Columbia,205.7304
2016,7,3,Columbia,1121.904
2015,9,1,Argentina,39060.0
2016,2,1,Columbia,356.16
2014,11,2,Columbia,768.0
2013,4,4,Finland,0.0
2013,5,1,Columbia,61.719120000000004
2014,4,1,Columbia,164.58432000000002
2014,4,4,Finland,10887673.316
2014,7,2,Columbia,153.6
2014,8,4,Finland,20950864.8336
2013,4,5,England,2452.7745
2014,12,3,Columbia,22.858800000000002
2014,9,2,Denmark,5760522.02
2013,8,2,Argentina,5913.857599999999
2015,5,1,Columbia,71.232
2013,12,2,Denmark,0.0
2015,4,4,England,586964.43
2016,2,1,Columbia,249.312
2013,6,2,Columbia,115.2
2016,5,3,Columbia,17.808
2014,11,2,Columbia,230.4
2015,9,1,Columbia,17.808
2014,7,1,Columbia,205.7304
2016,2,2,Denmark,0.0
2015,8,1,Columbia,445.2
2015,5,2,Denmark,0.0
2014,7,2,Denmark,52368.382
2014,10,4,Finland,606211.1379999999
2015,8,2,Columbia,384.0
2015,9,2,Belgium,397106.787
2014,9,2,Argentina,136018.7248
2015,5,5,England,29233.5975
2013,12,2,Denmark,0.0
2015,3,2,Belgium,1323689.2899999998
2014,5,4,England,9093.8025
2013,1,2,Denmark,49874.6444
2014,7,2,Denmark,0.0
2015,7,2,Denmark,0.0
2015,4,2,Columbia,38.4
2015,8,2,Denmark,0.0
2016,10,3,Columbia,35.616
2013,5,1,Columbia,20.573040000000002
2014,5,5,England,122638.72499999999
2016,3,2,Denmark,898330.342
2013,7,4,Finland,1276532.5247999998
2013,11,5,England,98110.98
2015,12,2,Denmark,0.0
2015,1,2,Columbia,768.0
2015,5,1,Columbia,249.312
2015,11,2,Columbia,115.2
2014,4,1,Argentina,203112.0
2016,3,1,Argentina,121086.0
2014,6,1,Columbia,205.7304
2015,4,1,Columbia,17.808
2014,6,1,Columbia,20.573040000000002
2013,4,2,Denmark,0.0
2016,1,2,Denmark,199525.5852
2013,11,2,Denmark,0.0
2013,1,2,Columbia,192.0
2013,8,4,England,29555.082000000002
2013,2,2,Columbia,0.0
2013,10,2,Denmark,0.0
2013,4,2,Denmark,398997.1552
2016,2,1,Columbia,22.858800000000002
2013,2,4,Finland,3215586.8159999996
2014,6,2,Columbia,76.8
2013,3,4,Finland,415808.63999999996
2013,9,2,Denmark,11969914.656000001
2014,11,2,Columbia,1267.2
2015,12,2,Belgium,1588427.148
2014,9,4,Finland,14767463.1
2013,1,4,Finland,103952.15999999999
2016,3,1,Columbia,356.16
2015,1,2,Denmark,0.0
2013,3,2,Denmark,299247.8664
2016,11,3,Columbia,534.24
2014,10,2,Denmark,0.0
2013,2,2,Columbia,38.4
2014,8,2,Denmark,0.0
2013,5,5,England,29431.503
2016,8,3,Argentina,273420.0
2015,10,1,Columbia,71.232
2014,1,1,Argentina,6640200.0
2014,5,4,Finland,1333683.754
2013,12,4,Finland,2974417.8047999996
2015,7,4,Finland,2424868.6149999998
2015,2,2,Columbia,384.0
2014,9,4,Finland,4375700.1405
2013,6,2,Denmark,0.0
2014,10,2,Denmark,0.0
2014,11,4,England,1356791.751
2013,4,1,Argentina,210924.0
2015,11,1,Columbia,267.12
2013,6,1,Argentina,343728.0
2013,10,4,England,18184.9185
2015,5,2,Columbia,76.8
2014,2,2,Columbia,1152.0
2014,7,1,Columbia,20.573040000000002
2014,4,2,Belgium,397106.787
2015,10,1,Columbia,89.04
2013,10,5,England,19622.196
2013,10,2,Columbia,76.8
2015,11,1,Columbia,53.424
2014,9,2,Denmark,0.0
2014,8,1,Argentina,19530.0
2015,12,3,Columbia,267.12
2016,2,2,Columbia,576.0
2013,3,4,Finland,993782.6495999999
2016,3,2,Columbia,384.0
2013,12,4,Finland,8759702.015999999
2015,6,1,Columbia,534.24
2014,7,2,Columbia,268.8
2015,3,2,Columbia,192.0
2013,12,2,Denmark,0.0
2013,12,5,England,613193.625
2016,10,3,Columbia,356.16
2013,11,2,Columbia,1267.2
2013,4,2,Columbia,1075.2
2015,4,4,Finland,10087434.188
2015,6,2,Columbia,76.8
2014,9,2,Columbia,153.6
2013,3,1,Columbia,20.573040000000002
2014,6,1,Columbia,411.4608
2014,11,4,Finland,63095271.45999999
2013,11,5,England,14715.7515
2013,5,1,Argentina,285138.0
2013,1,4,Finland,4047204.0959999994
